merged_column
-0.52965
-0.04818
0.59081
0.7299
0.67251
0.3632
0.51591
0.17548
0.78534
-0.77379
-0.95373
-1.52761
-0.54035
-0.48782
-0.10751
0.24065
0.56844
1.26487
1.01392
0.54801
1.02365
0.74352
-0.28551
-0.99653
-1.53928
-0.54618
-0.06179
0.07529
-0.31955
0.40892
1.2211
0.87775
0.65889
0.21536
0.0179
0.0714
-0.46545
-0.78741
-0.65707
-0.40807
-0.25925
-0.19408
-0.01809
0.74838
0.91082
0.42934
0.37876
0.28636
0.08891
0.19493
-0.91094
-1.07337
-0.72516
-0.37694
-0.45962
0.09085
-0.07833
0.59081
1.6374
0.85537
1.23666
0.49549
-0.30885
-0.35262
-0.65901
-0.86133
-0.8302
-0.21742
0.08015
0.84954
1.15982
0.51202
0.58011
-0.01419
0.49062
-0.05401
-0.50436
-0.90802
-0.99945
-0.34581
-0.55397
0.27955
0.26788
0.93902
0.57719
0.30387
0.3418
0.54315
0.76589
-0.39445
-1.54998
-1.3749
-0.32344
0.31554
-0.29134
-0.48782
-0.10556
1.41855
1.40785
1.13648
0.54995
-0.04234
0.05778
-0.39737
-0.73294
-0.84188
-0.7699
-0.01711
-0.12794
0.40892
0.54704
0.88164
0.73671
0.26399
0.44977
-0.07736
0.00331
-1.04516
-0.62108
-0.34971
-0.19602
-0.58995
0.1356
0.34667
0.80188
0.63263
0.78826
0.48284
0.21633
0.58205
-1.051
-1.08115
-0.99361
-0.30204
-0.58606
-0.67847
0.28442
0.92735
1.63254
1.12286
0.24648
0.58594
0.70461
0.00331
-0.95957
-1.66378
-0.85549
-0.10751
0.00818
0.1249
0.48187
0.87969
0.64139
0.62096
0.48576
0.34083
-0.29232
-0.42752
-1.17258
-0.31274
-0.48977
-0.31372
-0.09389
0.09864
0.84467
0.82814
0.53634
0.48965
0.41864
0.29706
-0.49463
-0.66971
-0.7164
-0.6454
-0.40515
-0.18532
0.31262
0.9789
0.98182
0.92638
0.73671
0.94389
0.34667
-0.64248
-1.23775
-0.62303
-0.58412
0.03833
-0.46934
-0.15614
0.70947
1.34463
0.72406
0.43032
0.01985
0.49257
-0.21839
-0.28162
-1.29709
-0.44989
-0.5705
0.03833
-0.8302
0.55385
0.74157
0.92638
0.45852
0.35348
0.26983
0.81938
-0.40515
-1.14146
-1.62877
-0.64637
-0.1542
0.05292
0.0821
-0.09195
1.09076
1.30183
1.01976
0.56746
0.27761
-0.03748
-0.43433
-0.80686
-0.81853
-0.47518
0.23967
-0.29134
0.37682
0.48187
1.10438
0.41086
0.54704
0.01693
0.54801
-0.64637
-0.7271
-0.73391
-0.16782
-0.51506
-0.45475
-0.20186
0.54023
1.05283
0.65306
0.31651
0.29706
0.38655
0.48576
-0.61622
-1.08699
-1.39241
-0.07347
-0.59287
-0.15128
-0.33122
0.61901
1.70743
1.19581
1.02462
0.29317
0.45561
-0.05596
-0.69014
-1.42937
-0.80783
-0.24952
0.28247
-0.44697
0.67932
0.80479
1.17149
0.17061
0.43129
-0.21061
0.42156
-0.4674
-0.77282
-0.82631
-0.5384
-0.2894
0.13949
0.74352
0.61026
0.50813
0.20952
0.50521
0.76686
-0.39056
-0.87787
-1.20371
-0.59482
-0.2077
-0.31663
-0.22034
-0.04137
0.98279
1.38159
0.65987
0.99155
0.34958
0.57038
-0.62108
-0.81853
-0.81951
-0.60552
0.03833
-0.46643
-0.12988
0.41864
0.99057
1.32031
0.3029
0.08891
0.27274
-0.09389
-0.05693
-1.1259
-0.92455
-0.47713
-0.12502
0.0004
0.37001
0.77075
0.99544
0.4381
0.44685
0.29901
0.5947
-0.10751
-1.15702
-1.58402
-0.43725
-0.52868
-0.05596
-0.03942
0.33499
1.1676
1.14815
0.93513
0.3953
0.76686
-0.40612
-0.75239
-0.91094
-0.81172
-0.54229
0.29122
-0.15225
0.57913
0.38557
0.77464
0.4877
0.37585
0.38168
0.22508
-0.29524
-0.98972
-0.42168
-0.82437
0.15408
-0.55008
0.31165
0.19104
0.64139
0.70947
0.73087
0.18326
0.28539
0.01985
-0.16198
-0.97124
-1.00139
-0.55397
-0.63567
-0.44016
-0.05888
0.50424
1.32712
1.34268
0.9293
0.74254
0.08696
-0.26314
-0.50825
-1.23095
-1.03641
-0.34192
-0.16198
0.51202
1.19678
0.78729
0.67154
0.19007
0.21341
0.25232
-0.75142
-0.66777
-1.06754
-0.28551
-0.14933
-0.3536
0.30971
0.56163
0.98474
0.62096
0.10836
0.39433
0.36807
0.23481
-1.15897
-1.33405
-0.77379
-0.16879
-0.14836
-0.37013
0.13851
0.7513
1.45065
0.71434
0.51299
0.8116
0.36417
0.0004
-1.2504
-0.84479
-0.63956
0.35737
-0.59093
0.1959
-0.08903
1.14328
0.93611
0.94389
0.05973
0.29512
-0.4888
-0.32344
-0.79033
-0.446
-0.55299
-0.75336
-0.29621
0.27858
1.11508
0.97209
0.44685
0.18909
0.39725
0.34764
0.17937
-1.25721
-1.40603
-0.87592
-0.29329
-0.31274
0.15602
0.21633
1.13745
1.59947
0.95167
0.58303
0.47506
-0.03456
-0.93331
-1.07824
-0.87203
-0.30885
0.32527
-0.29718
0.55093
0.57233
1.04699
0.34278
0.42643
0.05681
0.28344
-0.23493
-0.66096
-0.85355
-0.40515
-0.37791
-0.28551
0.13073
0.38071
0.63263
0.58011
0.51299
0.48673
0.28344
0.3311
-0.57439
-1.00237
-1.19204
-0.42071
-0.3536
-0.09876
0.15019
1.15301
1.42925
1.34657
0.46922
-0.05401
-0.0404
-0.3322
-0.51117
-1.56846
-0.21839
-0.60065
0.10447
0.37974
1.17636
1.12189
0.62193
0.28344
0.06167
0.21341
-0.34095
-0.97124
-0.75045
-0.57926
-0.26314
-0.12405
0.60248
0.57913
0.94389
0.18034
0.74643
0.46144
0.44685
-0.23785
-1.31265
-1.45563
-0.29621
-0.15614
-0.24368
-0.49561
0.12782
1.0966
1.44384
1.00614
0.18326
0.27858
0.26788
0.06848
-0.61233
-1.07532
-1.051
0.04514
0.26204
0.21438
0.27274
0.26593
0.58983
0.86413
0.73963
0.12782
-0.19894
-0.73099
-0.67458
-0.57926
-0.16782
-0.93817
-0.01614
0.20952
1.09368
0.88358
0.34278
0.67057
0.17839
0.54606
-0.47421
-1.00334
-1.0296
-0.7485
-0.62108
-0.57828
-0.09292
0.80869
0.98377
1.5129
0.88358
0.46144
0.91568
0.06654
-0.99848
-1.29709
-1.051
-0.16684
-0.14933
-0.00349
0.23189
1.07228
1.11605
0.58011
0.19298
0.09377
0.30192
-0.3643
-0.67263
-0.87106
-0.44114
-0.09973
-0.14642
-0.01225
0.70655
0.65889
0.5198
0.20271
0.30484
0.15019
-0.26216
-1.17356
-1.1862
-0.36235
-0.38278
-0.18435
0.33499
0.34764
0.66959
1.21234
0.86315
1.19678
0.32916
-0.3643
-0.74072
-0.41001
-0.86522
-0.28356
-0.76212
-0.31177
0.28733
1.10827
1.20359
0.70072
0.22897
0.30873
-0.01419
0.01012
-1.31849
-0.49366
-0.81756
-0.44989
-0.2894
0.09474
1.02267
1.05866
0.26691
0.31165
0.27469
0.75616
-0.00641
-1.01696
-1.89139
-0.7057
0.04903
-0.02483
-0.10265
-0.4032
0.85926
1.82415
1.17052
0.64041
0.22508
-0.23298
-0.43822
-0.51117
-0.50144
-1.05197
-0.10556
-0.02872
0.6161
0.16964
0.81744
0.25718
0.58011
0.65014
0.18812
0.01012
-0.95762
-0.53062
-0.62983
-0.38472
-0.68333
-0.1114
0.24745
0.66959
0.52758
0.57524
0.48965
0.68321
0.20466
-0.12015
-1.09574
-1.11131
-0.44892
-0.39834
-0.30107
-0.72905
0.41864
1.33685
1.80081
0.89914
0.32138
0.42643
0.56454
-0.7699
-1.24554
-0.96152
-0.54618
0.11031
-0.64442
0.43713
1.30767
0.63944
0.10058
0.3953
0.15311
-0.43238
-0.70473
-0.98583
-0.4995
-0.35554
0.12003
0.27274
0.36223
0.72698
0.68127
0.65403
0.21633
0.48381
-0.11529
-0.80686
-1.22025
-0.50339
-0.38569
-0.48199
-0.36624
0.25232
0.64819
1.24152
0.67835
0.20952
0.61221
0.86607
0.11712
-0.5705
-1.21441
-0.61233
-0.39737
-0.02678
-0.4567
0.09961
0.61707
1.20456
0.65209
0.36709
0.3418
-0.0103
-0.28551
-1.05295
-0.38472
-0.69889
-0.69209
-0.05304
-0.27092
1.11702
0.99738
0.76297
0.24843
0.53439
0.14921
0.66765
-1.43715
-1.27763
-0.88565
-0.44697
-0.23882
-0.01517
0.22216
0.75713
1.38353
1.32712
0.65695
0.91471
-0.41293
-0.75239
-1.01696
-0.65804
-0.56953
-0.14447
-0.00836
0.07432
1.02559
0.4167
0.92832
0.19298
0.19493
0.43907
-0.00544
-0.64442
-1.04322
-0.47421
-0.07833
-0.34971
-0.03067
0.08015
0.62388
0.65111
0.73768
0.14921
0.37974
0.08502
0.27177
-1.10158
-1.3
-0.51214
-0.37597
-0.15031
-0.41779
0.03249
1.10146
0.75713
0.94389
0.46436
0.19104
-0.38278
-1.25137
-0.90705
-0.52381
-0.27481
-0.22909
0.22119
0.87483
1.21915
0.95264
0.43129
0.00526
0.17742
-0.25827
-0.85063
-0.8623
-0.75045
-0.42752
-0.07833
0.20952
0.57719
0.87094
0.67932
0.56649
0.31651
0.07529
0.26399
-0.88467
-1.32432
-0.70862
-0.2038
-0.13085
-0.5812
-0.00739
0.68029
1.93309
0.81452
0.46631
0.29803
0.49062
0.29512
-0.90024
-1.1152
-0.9158
0.26593
-0.15323
0.04028
-0.18143
0.45366
1.09951
0.73282
0.47798
0.2066
0.09864
-0.22034
-0.93331
-0.33122
-1.10839
-0.29426
-0.52479
0.50229
0.44199
0.95264
0.44102
0.68321
0.36904
0.49743
0.2066
-0.74753
-1.63071
-0.85647
-0.24466
-0.27773
-0.22229
0.04417
0.66765
1.61989
1.15204
0.76394
0.73768
-0.0297
-0.56175
-1.27861
